date,lsoa11nm,lsoa11cd,lad17nm,measure,value
2018-06-01,Bolton 001A,E01004768,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 001B,E01004803,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 001C,E01004804,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 001D,E01004807,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 001E,E01004808,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 002A,E01004788,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 002B,E01004790,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 002C,E01004805,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 002D,E01004806,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 002E,E01004810,Bolton,Residents claiming JSA or Universal Credit,15
2018-06-01,Bolton 003A,E01004769,Bolton,Residents claiming JSA or Universal Credit,15
2018-06-01,Bolton 003B,E01004770,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 003C,E01004771,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 003D,E01004773,Bolton,Residents claiming JSA or Universal Credit,15
2018-06-01,Bolton 003E,E01004809,Bolton,Residents claiming JSA or Universal Credit,25
2018-06-01,Bolton 004A,E01004777,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 004B,E01004881,Bolton,Residents claiming JSA or Universal Credit,25
2018-06-01,Bolton 004C,E01004888,Bolton,Residents claiming JSA or Universal Credit,30
2018-06-01,Bolton 004D,E01004889,Bolton,Residents claiming JSA or Universal Credit,25
2018-06-01,Bolton 004E,E01004890,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 005A,E01004766,Bolton,Residents claiming JSA or Universal Credit,40
2018-06-01,Bolton 005B,E01004767,Bolton,Residents claiming JSA or Universal Credit,30
2018-06-01,Bolton 005C,E01004772,Bolton,Residents claiming JSA or Universal Credit,55
2018-06-01,Bolton 005D,E01004774,Bolton,Residents claiming JSA or Universal Credit,40
2018-06-01,Bolton 005E,E01004824,Bolton,Residents claiming JSA or Universal Credit,35
2018-06-01,Bolton 006A,E01004784,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 006B,E01004785,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 006C,E01004786,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 006D,E01004789,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 006E,E01004791,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 006F,E01004792,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 007A,E01004779,Bolton,Residents claiming JSA or Universal Credit,15
2018-06-01,Bolton 007B,E01004781,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 007C,E01004882,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 007D,E01004883,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 007E,E01004884,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 008A,E01004864,Bolton,Residents claiming JSA or Universal Credit,25
2018-06-01,Bolton 008B,E01004867,Bolton,Residents claiming JSA or Universal Credit,45
2018-06-01,Bolton 008C,E01004921,Bolton,Residents claiming JSA or Universal Credit,35
2018-06-01,Bolton 008D,E01004924,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 008E,E01004925,Bolton,Residents claiming JSA or Universal Credit,15
2018-06-01,Bolton 009A,E01004778,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 009B,E01004780,Bolton,Residents claiming JSA or Universal Credit,15
2018-06-01,Bolton 009C,E01004782,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 009D,E01004783,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 010A,E01004802,Bolton,Residents claiming JSA or Universal Credit,65
2018-06-01,Bolton 010B,E01004926,Bolton,Residents claiming JSA or Universal Credit,55
2018-06-01,Bolton 010C,E01004927,Bolton,Residents claiming JSA or Universal Credit,100
2018-06-01,Bolton 010D,E01004929,Bolton,Residents claiming JSA or Universal Credit,40
2018-06-01,Bolton 011A,E01004820,Bolton,Residents claiming JSA or Universal Credit,90
2018-06-01,Bolton 011B,E01004825,Bolton,Residents claiming JSA or Universal Credit,75
2018-06-01,Bolton 011C,E01004826,Bolton,Residents claiming JSA or Universal Credit,75
2018-06-01,Bolton 011D,E01004865,Bolton,Residents claiming JSA or Universal Credit,40
2018-06-01,Bolton 011E,E01004866,Bolton,Residents claiming JSA or Universal Credit,75
2018-06-01,Bolton 012A,E01004840,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 012B,E01004841,Bolton,Residents claiming JSA or Universal Credit,90
2018-06-01,Bolton 012C,E01004842,Bolton,Residents claiming JSA or Universal Credit,5
2018-06-01,Bolton 012D,E01004919,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 012E,E01004920,Bolton,Residents claiming JSA or Universal Credit,30
2018-06-01,Bolton 013A,E01004787,Bolton,Residents claiming JSA or Universal Credit,95
2018-06-01,Bolton 013B,E01004793,Bolton,Residents claiming JSA or Universal Credit,75
2018-06-01,Bolton 013C,E01004794,Bolton,Residents claiming JSA or Universal Credit,90
2018-06-01,Bolton 013D,E01004795,Bolton,Residents claiming JSA or Universal Credit,60
2018-06-01,Bolton 013E,E01004797,Bolton,Residents claiming JSA or Universal Credit,50
2018-06-01,Bolton 014A,E01004775,Bolton,Residents claiming JSA or Universal Credit,10
2018-06-01,Bolton 014B,E01004885,Bolton,Residents claiming JSA or Universal Credit,0
2018-06-01,Bolton 014C,E01004886,Bolton,Residents claiming JSA or Universal Credit,20
2018-06-01,Bolton 014D,E01004887,Bolton,Residents claiming JSA or Universal Credit,25
2018-06-01,Bolton 015A,E01004868,Bolton,Residents claiming JSA or Universal Credit,55
2018-06-01,Bolton 015B,E01004869,Bolton,Residents claiming JSA or Universal Credit,80
2018-06-01,Bolton 015C,E01004870,Bolton,Residents claiming JSA or Universal Credit,95
2018-06-01,Bolton 015D,E01004871,Bolton,Residents claiming JSA or Universal Credit,35
2018-06-01,Bolton 015E,E01004922,Bolton,Residents claiming JSA or Universal Credit,30
2018-06-01,Bolton 016B,E01004822,Bolton,Residents claiming JSA or Universal Credit,75
2018-06-01,Bolton 016C,E01004823,Bolton,Residents claiming JSA or Universal Credit,130
